T27062;2026-09-23;18:21:33
Código de Integração;DESCRIÇÃO LOCAL;RAZÃO SOCIAL LOCAL;ATIVO LOCAL;PAÍS;ESTADO;CIDADE;BAIRRO;TIPO LOGRADOURO;LOGRADOURO;NÚMERO LOGRADOURO;COMPLEMENTO LOGRADOURO;CEP;NÚMERO TELEFONE CELULAR;NUMERO TELEFONE FIXO;E-MAIL;OBSERVAÇÃO;IDENTIFICADOR PESSOA RESPONSÁVEL;Transportadora;Títulos Vencidos;Forma de Pagamento Sugerida;Prazo de Pagamento Sugerido;Títulos A Vencer;Notas Fiscais;Contato;Formas de Pagamentos Disponíveis;Prazos de Pagamentos Disponíveis;Tipo de Frete;Entregas Realizadas;Pedidos
9876543574;DIOGO CAR SERVICE;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
230;AUTO SOLUTION;AUTO SOLUTION;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;ENGENHO NOVO;;RUA 24 DE MAIO;1027;LOJA;20722000;21964729760;;;;;;;;;;;21 96472 9760;;;;;
3265026265;EDUARDO SR MANOEL;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
321654951753;CAPS CHAU AUTO CENTER;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CENTRO;RUA;DE SANTANA;169;;;;;;;;;;;;;;;;;;;
3265963145;LUK NITEROI PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3265794;MVG SERVIÇOS (SÃO JANUARIO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
21992950963;BARA CENTRO AUTOMOTIVO BOSCH CAR SERVICE;BARA CENTRO AUTOMOTIVO BOSCH CAR SERVICE;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;TIJUCA;RUA;RUA CAMPOS SALES;16;;;21992950963;;;;;;;;;;;;;;;;
326748521;MANOEL VISTA ALEGRE;;1;Brasil;RIO DE JANEIRO;RIO DEJANEIRO;VISTA ALEGRE;RUA;CUSTODIA;16;LOJA BORRACHEIRO;21230710;;;;;;;;;;;;;;;;;
3265478;CLINAUTO AUTOMOTIVA;;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;25 DE AGOSTO;RUA;EVARISTO DA VEIGA;131;;25065090;;;;;;;;;;;;;;;;;
21548603;DILMO BORRACHEIRO;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;IRAJÁ;AVENIDA;MONSENHOR FELIX;325;POSTO DE GASOLINA;21361131;;;;;;;;;;;;;;;;;
326501234;REDE BANGU;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
326594563;LUIS CARLOS (NILOPOLIS);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
326549;PS PRIME BENFICA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
21546307;SÃO CRISTOVÃO (SILVA JARDIM);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
2587963;edvaldo;;1;Brasil;rj;paty dos alferes;;;;;;;;;;;;;;;;;;;;;;;
326579410;MARCO ANONIO CAMPOS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
321456;PARÁ AUTO ELÉTRICA;;1;Brasil;RIO DE JANEIRO;NOVA IGUAÇU;CENTRO;AVENIDA;FRANCISCO DE SÁ;;;;;;;;;;;;;;;;;;;;
6579432145;SR JAIME;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
987159357;LOJA PORTUGAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
6540147;SEIKO SPRINT CAPS CG;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
321659654;ML PAJÉ LEBLON;ML PAJÉ LEBLON;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;LEBLON;AVENIDA;BARTOLOMEU MITRE;990;LOJA;22431003;;;;;;;;;;;;;;;;;
326123456;ML PAJÉ WALMART ENG. DE DENTRO;ML PAJÉ WALMART ENG. DE DENTRO;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;ENGENHO DE DENTRO;AVENIDA;PROJETADA;345;LOJA WALMART;20771020;;;;;;;;;;;;;;;;;
9875634565;ML PAJÉ QUINTINO;ML PAJÉ QUINTINO;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;QUINTINO BOCAYUVA;AVENIDA;DON HELDER CÂMARA;9601;LOJA;21380008;;;;;;;;;;;;;;;;;
3645321;ML PAJÉ CASCADURA;ML PAJÉ CASCADURA;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CASCADURA;AVENIDA;DON HELDER CÂMARA;9754;LOJA;21380003;;;;;;;;;;;;;;;;;
3678912;ML PAJÉ DUQUE DE CAXIAS;ML PAJÉ DUQUE DE CAXIAS;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;VILA SÃO LUÍS;AVENIDA;EXPEDITO JOSÉ AMARO;1338;LOJA;25065090;;;;;;;;;;;;;;;;;
963714;ML PAJÉ NITEROÍ;ML PAJÉ NITEROÍ;1;Brasil;RIO DE JANEIRO;NITEROÍ;NITEROÍ;ALAMEDA;SÃO BOA VENTURA;425;LOJA;24130005;;;;;;;;;;;;;;;;;
987159753;RODACAR JPA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
98652658;JOAQUIM BRÁS DE PINA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;BRÁS DE PINA;RUA;ITABIRA;199;LOJA;21215310;;;;;;;;;;;;;;;;;
95762314;FABRICIO AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
325693147;HELP PNEUS (CAMPINHO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
32759614;GP3 PETRÓPOLIS;;1;Brasil;RIO DE JANEIRO;PETRÓPOLIS;QUITANDINHA;AVENIDA;GENERAL RONDON;1015;EXTRA SUPERMECADOS;;;;;;;;;;;;;;;;;;
32659455;ITAOCAR PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3210;TUDO EM RODAS (TAQUARAL);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
365478951;IRPA COMERCIO LTDA;IRPA COMERCIO LTDA;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;OSWALDO CRUZ;RUA;LINO FONSECA;198;LOJA;21340540;;;;;;;;;;;;;;;;;
3265987410;HELP PNEUS (GRAJAÚ);;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;VILA ISABEL;RUA;TEODORO DA SILVA;1016;LOJA;20560001;;;;;;;;;;;;;;;;;
32149;SAMUEL DE MOURA BRAGA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
32657981;O BORRACHÃO (PACHECO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
32657946;VIVIANE MARIA DE LIMA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
9578643;NOVA VIDA PNEUS;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;;RUA;CORDOVIL;1483;LOJA;;;;;;;;;;;;;;;;;;
987789;AUTO CENTER SÃO CRISTOVÃO (CASEMIRO DE ABREU);;1;Brasil;RIO DE JANEIRO;CASEMIRO DE ABREU;;;;;;;;;;;;;;;;;;;;;;;
4566547;OFERTÃO PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
65478;GALDINOS CENTRO AUTOMOTIVO;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CAMPO GRANDE;AVENIDA;CESÁRIO DE MELLO;4695;LOJA;23055002;;;;;;;;;;;;;;;;;
987;GINHO PNEUS (JORGE LUIZ);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
324781;JOISAEL (JSP PNEUS);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
11111111112;DORGIVAM FERNANDES DE ALBUQUERQUE;DORGIVAM FERNANDES DE ALBUQUERQUE;1;Brasil;Rio de Janeiro;Rio de Janeiro;;;;;;;;;;;;;;;;;;;;;;;
32175316;JN BORRACHEIRO;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CAMPO GRANDE;ESTRADA;DO MAGARÇA;4341;LOJA;;;;;;;;;;;;;;;;;;
14/05/2021;REDE TROCAR REPARAÇÃO AUTOMOTIVA;J A MELO JUNIOR REPARAÇÃO AUTOMOTICA;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;PARQUE URUGUAINA;RUA;PRESIDENTE ROOSEVELT;1338;QUADRA 23;25065090;;2126787534;redetrocar@gmail.com;;;;;;;;;;;;;;
0000000000000111111;CASA DOS PNEUS;CASA DOS PNEUS;1;Brasil;;;Olaria - Rio De Janeiro;;Rua Leopoldina Rego;416;;21021521;21965712295;;V8MOTORS2009@HOTMAIL.COM;;;;;;;;;MARCOS;;;;;
214530;MAICON DO GÁS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
002222112;AUTO VIA AREIA BRANCA;AUTO VIA AREIA BRANCA;1;Brasil;;;;;;;;;21964317197;;;;;;;;;;;;;;;;
65784931;PAULO SERGIO (PORTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
12333333;MARCOS MÓVEIS;MARCOS MÓVEIS;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;PACIÊNCIA;COMERCIAL;ESTRADA SANTA EUGÊNIA;9;;;;;;;;;;;;;;;;;;;
957614;SHOPPING DAS KOMBIS E VANS AUTO PEÇAS LTDA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;Bento Ribeiro;RUA;CAROLINA MACHADO;1256;LOJA;21555290;;;;;;;;;;;;;;;;;
811;VILA NOVA;POSTO E GARAGE VILA NOVA DE PAIVA LTDA;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;811;COMERCIAL;RUA PEDRO DE CARVALHO;811;POSTO DE GASOLINA;;;2122692547;;;;;;;;;;;;;;;
3502050604;CARIOCA CAMPINHO;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;;LOJA;ESTRADA DO MONTEIRO;2019;;23036340;;;;;;;;;;;;;;;;;
CNPJ 04.310.848/0001-78;REDE BRASIL CENTRO AUTOMOTIVO;REDE BRASIL CENTRO AUTOMOTIVO;1;Brasil;;Duque de Caxias;SARACURUNA;;AV. PRESIDENTE ROOSEVELT;401;;25211120;;2127771337;redebrasil2001.gm@gmail.com;;;;;;;;;;;;;;
CNPJ 40.232.433/0001-97;TAQUARA PNEUS;TAQUARA PNEUS;1;Brasil;RIO DE JANEIRO;Rio de Janeiro;TAQUARA;;RUA ARIPERANA;243;;;21965180079;2135184800;;;;;;;;;;;;;;;
CNPJ 27.823.593/0001-42;FITTVANS;FITTVANS;1;Brasil;RJ;Rio de Janeiro;CAMPO GRANDE;;ESTRADA DA POSSE;664;;;21982526649;;fittivans@gmail.com;;;;;;;;;MARCOS LUCIANO;;;;;
9578624;LÉO SCAPCAR;;1;Brasil;RIO DE JANEIRO;NOVA IGUAÇU;JAQUELINE;AVENIDA;ABÍLIO AUGUSTO TÁVORA;1800;LOJA;;;;;;;;;;;;;;;;;;
022232222;NEUSA APARECIDA;neusa aparecida do nascimento de oliveira;1;Brasil;;;;;;;;;21970237790;;;;;;;;;;;;;;;;
022221111;parada legal;auto center parada legal;1;Brasil;rio de janeiro;;CAMPO GRANDE;comercial;RUA BARCELOS DOMINGOS;200;;;21976223340;;contatoautocenterparadalegal@gmail.com;;;;;;;;;;;;;;
32549631;WIN PNEUS CONTINENTAL;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
00222222;YAN BORRACHARIA;BORRACHARIA YJ (YAN FERNANDES);1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;PENHA;COMERCIAL;RUA MONTEVIDEU;191;;;;;;;;;;;;;;;;;;;
02322222;RENASCER AUTO CENTER;RENASCER AUTO CENTER;1;Brasil;RIO DE JANEIRO;SÃO JOÃO DE MERITI;CENTRO;COMERCIAL;AV AUTOMOVEL CLUBE;246;LOJA;;21980922541;;;;;;;;;;;;;;;;
3201789;MS RODAS E PNEUS LTDA ME;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;MAGALHÃES BASTOS;AVENIDA;MARECHAL FONTENELLE;4251;LOJA;;;;;;;;;;;;;;;;;;
9631478;LUCAS SANDS CORDEIRO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
122525555;BRUNINHO BORRACHEIRO;BRUNINHO BORRACHEIRO E TROCA DE OLÉO;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;SEPETIBA;COMERCIAL;ESTRADA SÃO TARCÍSIO;903;;;;;atilanocruz@hotmail.com;;;;;;;;;21966699672;;;;;
369963;JEAN GÁS AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3547899;SEVERINO PEREIRA DA SILVA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
951456;REIS AUTO CENTER;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;BANGU;AVENIDA;SANTA CRUZ;5489;LOJA;;;;;;;;;;;;;;;;;;
6579324;AILTON RIBEIRO (MAGU);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
516448948948;PORTO SEGURO DIJON;PORTO SEGURO DIJON;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;RECREIO;AVENIDA;AVENIDA DAS AMERICAS;14155;RECREIO;;;;;;;;;;;;;RESPONSAVEL ADRIANO;;;;;
98754357;DKA PNEUS;;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;SANTA CRUZ DA SERRA;AVENIDA;DOS COQUEIROS;34;QUADRA 34;25260105;;;;;;;;;;;;;;;;;
95787624;BELEM PMERJ;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
111626859;DANIEL DE FARIA GONÇALVES;DANIEL DE FARIA GONÇALVES;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
95176480;MILLENIUN AUTO CENTER;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;SANTA CRUZ;RUA;DO IMPERIO;408;LOJA;;;;;;;;;;;;;;;;;;
654714862;CONTINENTAL RECREIO;CONTINENTAL RECREIO;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
985698;BZ SCAP CAR;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
21964325873;ILHA PNEUS;ILHA PNEUS;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;ILHA DO GOVERNADOR CACUIA;ESTRADA;ESTRADA DO GALEÃO;216;LOJA B;21931242;21964325873;2124671424;ILHAPNEUSRJ@HOTMAIL.COM;;;;;;;;;21964325873;;;;;
9875461447;SANDRO LIMA LAIA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
987456;VANS IMPORT PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
9571530;GARAGEM 215 ( DIOGO CAR SERVICE);;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;VILA GUANABARA;AVENIDA;GUANABARA;225;LOJA;25086020;;;;;;;;;;;;;;;;;
9573684;ROD CAR PNEUS;ROD CAR PNEUS;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
9517536;IMEDIAUTO M CARMO OFICINA MECÂNICA EIRELLI;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
654456;PIT STOP (AB CENTRO AUTOMOTIVO);;1;Brasil;RIO DE JANEIRO;NOVA IGUAÇU;santa rita;Rua;Déia Maia;2650;ANEXO POSTO DE COMBUSTIVEL;26050518;;;;;;;;;;;;;;;;;
9512;BARATÃO PECAS E PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
32145;C P COMERCIO DE PNEUS EIRELLI ME(QUISSAMÃ);;1;Brasil;RIO DE JANEIRO;PETROPOLIS;QUISSAMÃ;RUA;QUISSAMÃ;1399;;25615531;;;;;;;;;;;;;;;;;
957624301;M6 RECREIO PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3223655326;BORRACHARIA CASTILHO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
65445693;HADOCK LOBO PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
987456365789;BORRACHARIA DO RICARDO;;1;Brasil;RIO DE JANEIRO;BELFORD ROXO;PIÃ;;;1510;;;2197820233;;;;;;;;;;;;;;;;
325614;DESP CAR;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
0000001;Galpão piremaxx usados;Galpão piremaxx usados;1;Brasil;RJ;Rio de Janeiro;;Rua Joao Santana;;183;;21031060;2138811891;;cnogueirapneus@hotmail.com;;;;;;;;;C NOGUEIRA COMERCIO DE PNEUS ME;;;;;
654;NOVA PRIME DIREÇÃO HIDRÁULICA;;1;Brasil;RIO DE JANEIRO;NOVA IGUAÇU;MOQUETA;RUA;ANDERSON DAUMAS;22;;;;;;;;;;;;;;;;;;;
957153;CRIOULO CARCACEIRO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
00012;RAFAEL (VIZINHO DA KATIA);;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;COELHO NETO;;RUA ORLANDIA;386;;21545400;;;;;;;;;;;;;;;;;
32569247;SHALOM AUTO CENTER GNV - EIRELI;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;TAUA;;PARANAPUAM;1771;LOJA;21910253;;;;;;;;;;;;;;;;;
3546897;reginaldo vicente auto center do baixinho;;1;Brasil;RJ;mangaratiba;;;;;;;;;;;;;;;;;;;;;;;
9517564;C.H. CALIXTO (HENRIQUE BATERIAS E PNEUS);;1;Brasil;RIO DE JANEIRO;ANGRA DOS REIS;MORRO DA CRUZ;RUA;PREFEITO JOAO GREGORIO GALINDO;2897;loja;23905010;;;;;;;;;;;;;;;;;
32654956;FIORANI AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
957846215;BRM AUTO CENTER LTDA;;1;Brasil;Rio de janeiro;Rio de janeiro;IRAJÁ;AVENIDA;MONSENHOR FELIX;733;LOJA;;;;;;;;;;;;;;;;;;
456;CARLOS ALBERTO NEGUETE;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3699634;AUTO POINT;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
000002;PIREMAXX EXAMES TROCAS;PIREMAXX EXAMES TROCAS;1;Brasil;;;;;;;;;2138811891;;cnogueirapneus@hotmail.com;;;;;;;;;Piremaxx;;;;;
9567584;AILTON BACALHAU;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
9317;ALINHA CAR;;1;Brasil;RIO DE JANEIRO;Mesquita;BANCO DE AREIA;RUA;JOSEFINA;190;;26560540;;;;;;;;;;;;;;;;;
323232323;BORRACHEIRO SANTA ISABEL;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
9547628;WS SUSPENSÃO AUTOMOTIVA EIRELI;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;ACARI;RUA;IPUERA;165;LOJA;21530330;;;;;;;;;;;;;;;;;
32164489479;22 BPM;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3699632;MARCELO VEIGA PASCHOL (RENAULT CAR);;1;Brasil;RIO DE JANEIRO;NOVA IGUAÇU;PARQUE JOSÉ BONIFÁCIO;RUA;FLORIANO;115;RENAULT CAR;;;;;;;;;;;;;;;;;;
95765;CTI DAS RODAS;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;PENHA CIRCULAR;RUA;IRAPUÁ;70;LOJA B;21210673;;;;;;;;;;;;;;;;;
95135;BRM AUTO CENTER LTDA ( belo car );;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
147;T H TELECOM (LADY APPEARED);;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;PADRE MIGUEL;RUA;UBATUBA;269;LOT 4 PAL 10038;21715310;;;;;;;;;;;;;;;;;
3254;TIANO CARCACEIRO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3212546;DIEGO MIRANDA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
659823;JOÃO PEDRO DA SILVA SALLES;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
6523;RIBESIL CONCEITO GARAGE;;1;Brasil;RIO DE JANEIRO;NOVA IGUAÇU;POSSE;Rua;HENRIQUE DUQUE ESTRADA MEYER;253;LOJA;26030380;;;;;;;;;;;;;;;;;
32564;VIANA AUTO CENTER;;1;Brasil;RIO DE JANEIRO;NOVA IGUAÇU;AUSTIN;RUA;FELIPE SALOMAO;276;;26087050;;;;;;;;;;;;;;;;;
123632;AUTO CENTER MARESOUND LTDA;;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;Parada Angélica;AVENIDA;Automóvel Clube;446;;;;;;;;;;;;;;;;;;;
32159;JJLM SUSPENSÃO AUTOMOTIVA LTDA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;BRAZ DE PINA;RUA;ITABIRA;199;;21215310;;;;;;;;;;;;;;;;;
3265485;REI DAS RODAS;;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;SANTA CRUZ DA SERRA;;;;;;;;;;;;;;;;;;;;;;
30;PC CAR PNEUS;;1;Brasil;RIO DE JANEIRO;MAGÉ;JARDIM NAZARENO;AVENIDA;AUTOMOVEL CLUBE;1122;LOJA;25936045;;;;;;;;;;;;;;;;;
957;2R CENTRO AUTOMOTIVO (CABUÇU);;1;Brasil;RIO DE JANEIRO;NOVA IGUAÇU;CABUÇU;AVENIDA;ABÍLIO AUGUSTO TÁVORA;597;;;;;;;;;;;;;;;;;;;
95782;AUTOWASH PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
326579445;RENAULT LEAUTO ABOLIÇÃO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
9568234;BODAS PNEUS COMERCIO E SERVICOS LTDA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;PIEDADE;AVENIDA;DOM HELDER CAMARA;8303;LOJA;20751001;;;;;;;;;;;;;;;;;
322331;RB PNEUS AUTO CENTER EIRELI ME;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;RAMOS;RUA;Cardoso de Morais;495;LOJA;21032025;;;;;;;;;;;;;;;;;
964;JANCEY CARDOSO BOMFIM( AUTO BONFIM );;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;Anchieta;RUA;Cumata;610;LOJA;21645160;;;;;;;;;;;;;;;;;
95959565;R2 AUTO CENTER SERVIÇOS E COMERCIO (MESQUITA);;1;Brasil;rio de janeiro;Mesquita;banco de areia;avenida;GOVERNADOR CELSO PECANHA;1081;loja;26570000;;;;;;;;;;;;;;;;;
9523565;BY RODAS COMÉRCIO E SERVIÇOS;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CAMPINHO;RUA;CANDIDO BENICIO;174;LOJA;21320060;;;;;;;;;;;;;;;;;
95788645;FELIPE MARIANO RAMOS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
957957;FORTE CARROS E SUCATA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;ANCHIETA;RUA;ARAUJO ROZO;156;CASA 2;21635100;;;;;;;;;;;;;;;;;
32659844;DODA PARANÁ;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
326579444;AUTO GUERRA SUSPENSÃO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
9568591;JAD ( ESTORIL) AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
32568744;NISSAN LEAUTO TIJUCA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;TIJUCA;RUA;CONDE DE BONFIM;1301;PARTE B USINA;;;;;;;;;;;;;;;;;;
326548970;ALEXANDRE GONÇALVES LARANJA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
9875617;CASA FERNANDO PNEUS;CASA FERNANDO ILHA PNEUS LTDA;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;COCOTÁ;RUA;TENENTE CLETO CAMPÊLO;122;LOJA;21921025;;;;;;;;;;;;;;;;;
659856526;BORRACHEIRO DO RUSSO;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;SANTA CRUZ;ESTRADA;DE SEPETIBA;972;;23520660;;;;;;;;;;;;;;;;;
9087899111;SR CARRETINHAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
9887123;JS CENTRO AUTOMOTIVO;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CASCADURA;RUA;ERNANI CARDOSO;279;LOJA D;21310310;;;;;;;;;;;;;;;;;
957153103;AG RIO CAR;;1;Brasil;;RIO DE JANEIRO;;;;;;;;;;;;;;;;;;;;;;;
369963333;DOUGLAS CAMBRAIA SIQUEIRA;;1;Brasil;RIO DE JANEIRO;GUAPIMIRIM;CENTRO;RUA;BELMIRO VIVAS;10;LOJA;25946175;;;;;;;;;;;;;;;;;
236232656562;CHACRA GARAGE - 101;;1;Brasil;;RIO DE JANEIRO;JACAREPAGUA;RUA;LUIZA VALE;340;;;;;;;;;;;;;;;;;;;
3265478522;MARQUINHOS DETRAN;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;;RUO;SÃO JENUARIO/VASCO DA GAMA;817;;21031650;;;;;;;;;;;;;;;;;
9513;V L RJ SERVICOS AUTOMOTIVOS LTDA;V & L RJ SERVICOS AUTOMOTIVOS LTDA;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;BANGU;LOJA;RUA ROQUE BARBOSA;8;LOJA;21863425;21964470998;;JR_THIMOTEO@HOTMAIL.COM;;;;;;;;;;;;;;
9877879987222;AUTO CENTER V e L;AUTO CENTER V e L;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;BANGU;RUA;ROQUE BARBOSA;8;LOJA;21863425;;;;;;;;;;;;;;;;;
9516;JOSÉ LUIZ POUBEL DA SILVA (DA SILVA);DA SILVA;1;Brasil;RJ;Rio de Janeiro;SÃO JOSÉ;Rua 21;432;;;23595013;;;;;;;;;;;;;;;;;
32115154878;CAPS JACAREPAGUA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
9887445547;LEAUTO BOTAFOGO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
98656514;WAGNER DA MOTTA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
32658745165496;SIDNEI MEIRELES DA SILVA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
9874546478;MARCELO TORRES CORREIA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;GUADALUPE;RUA;Francisco Bacuri;491;;21660350;;;;;;;;;;;;;;;;;
959987984154;HELIOS CAR RECUPERADORA;;1;Brasil;RIO DE JANEIRO;NOVA IGUAÇU;CAMPO ALEGRE;RUA;BALTAZAR;6399;;26292276;;;;;;;;;;;;;;;;;
32565211144;LUFETEC INDUSTRIA E COMERCIO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3265412200;DAVI SUSPENSÕES VILA ISABEL;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
23256491;FATOR PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3265611981;Centro Automotivo Stop Part's;Centro Automotivo Stop Part's;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;PILARES;AVENIDA;Dom Hélder Câmara;6938;;20751002;;;;;;;;;;;;;;;;;
